"X","Y"
9.08944983966649,17.3403976601961
7.29336968390271,5.2071835511857
4.97139317449182,0.532182326057781
1.13213666481897,17.0540803379757
4.26474501378834,2.63234964192082
5.31097206287086,0.162280489775238
4.13460933370516,2.6091332943017
9.42742946557701,18.2508584264186
7.17402787413448,6.82255951406544
8.66618114290759,12.7789977285434
1.06613466748968,14.0015100737726
5.72724908590317,1.55537528154087
6.38891864800826,3.86589658823511
8.82627482758835,15.0009859026552
1.63713611196727,10.6181362344047
2.35700957942754,7.78432182031315
4.76004099240527,-0.0170578940719164
6.27598975086585,-0.0219167617331641
8.1157022388652,9.90387548522151
7.20417422708124,2.8566962813858
7.79718738049269,8.89454355334391
4.89796443609521,0.733207381336085
2.73101481609046,3.92925439056484
3.04348077392206,3.87098856886886
5.29134511947632,-0.1525323669768
6.66334525216371,4.10722253351067
2.24158831173554,9.70008509102296
1.95154915098101,9.67820836263356
0.26328113861382,23.59363099244
9.03090174775571,17.7636879842137
8.70944076683372,12.7602882987875
1.72569808084518,11.023921949521
9.65165360365063,20.8332140598312
6.48123043589294,1.09934756921897
1.28048361511901,12.5238293643941
7.93882817495614,8.67042720352701
9.10768931498751,18.4213993483034
3.84607121348381,2.25482019752479
3.50719707785174,2.53709399550744
7.12442749645561,3.53337817921811
1.0983596323058,16.5359293789458
8.85163825005293,15.421872993453
8.34275856846943,11.2359783536858
7.44527603732422,6.55017940267882
3.72395211597905,0.817602566575073
5.27912413468584,0.961482508788448
8.8312802859582,13.8200680685582
4.51945098582655,0.930807706572177
1.89777810592204,7.18256270813411
5.61112311901525,2.51999335236177
4.98763367999345,0.0799117102774762
9.02156711090356,14.0899700590243
7.86909067071974,7.50962074122575
2.35747888451442,6.65628767366749
2.0764245511964,8.21036424851718
3.01352320006117,4.88655785851601
7.02757729915902,3.4214209851505
4.81487709330395,0.850394506882414
4.46460111066699,0.556756574481928
6.71113494085148,1.30349605547749
4.80322843417525,-0.27321467349388
7.50818162690848,7.2686208830325
3.82426723837852,1.88888127863266
5.06106869084761,1.04064221896049
1.02841355837882,17.6745519396478
7.12483380921185,2.48667591962709
1.93163083633408,11.0118341116922
8.84151134639978,14.367488931297
9.79488094337285,22.2203891279355
5.44655846431851,-0.227686085748712
7.71356856217608,9.64744132498326
5.56630227714777,0.191643418614383
1.19919017190114,15.4452377053494
1.97035522898659,8.94308357980668
4.33485326822847,-0.178093191234078
8.12681021401659,10.4888416873758
3.91670826822519,1.68436489475217
2.39653977332637,6.87286444894626
8.85274965781718,16.8276376620985
4.70436233328655,-0.473593542343949
6.76425725920126,5.5593131415963
3.54798712301999,2.22719661800365
6.1747136246413,1.40334943220228
7.66698150895536,7.00080627141386
6.37524510268122,0.260698370727594
0.998966672923416,15.8163029811826
8.79777216119692,13.8898306275014
8.01370289176702,8.6966414414395
6.5278356987983,1.19992949857684
4.7725950810127,-1.25824489711624
9.12680646870285,16.2203336038592
8.02943009417504,7.31308065304577
2.79149008914828,4.74973121088065
3.76575072761625,1.92005009769906
9.97638848610222,24.4887018250788
1.1770397843793,15.2816333475666
9.04625155963004,16.1848424778509
8.2468982017599,11.2590874745645
9.84759488143027,23.3344860044327
1.93765484727919,8.44135123257248
4.90958818932995,-0.787367822232807
0.859305835328996,16.2025078664939
0.255314083769917,21.6415031063383
1.13611431559548,15.7353940420732
2.08983887918293,8.63400811130453
5.65091468160972,-1.07244053378481
1.53959592338651,11.9921843812607
7.22081036539748,5.03850603862233
6.92532990360633,5.05248153548183
3.86959181167185,0.568401203495902
5.01392471371219,0.157195623547663
5.27786961989477,0.164124790219801
0.012762350961566,25.1350039422794
3.84550255723298,1.33203509495061
0.521667150314897,20.4416766304429
9.94941365206614,23.6438798478648
3.14049113309011,2.76327074011955
8.48900813376531,12.7390949529686
4.86604385543615,0.222255652829377
